Removed Pin From Net: NetName=+3V3 Pin=C1-1
Removed Pin From Net: NetName=GND Pin=C1-2
Removed Pin From Net: NetName=GND Pin=LS1-2
Removed Pin From Net: NetName=GND Pin=MD1-1
Removed Pin From Net: NetName=+3V3 Pin=MD1-2
Removed Pin From Net: NetName=EN Pin=MD1-3
Removed Pin From Net: NetName=D1_STEP Pin=MD1-14
Removed Pin From Net: NetName=GND Pin=MD1-15
Removed Pin From Net: NetName=D1_DIR Pin=MD1-16
Removed Pin From Net: NetName=D2_STEP Pin=MD1-23
Removed Pin From Net: NetName=IO2 Pin=MD1-24
Removed Pin From Net: NetName=IO0 Pin=MD1-25
Removed Pin From Net: NetName=IR_SIG Pin=MD1-26
Removed Pin From Net: NetName=D2_DIR Pin=MD1-27
Removed Pin From Net: NetName=D1_EN Pin=MD1-29
Removed Pin From Net: NetName=SDA Pin=MD1-33
Removed Pin From Net: NetName=RX Pin=MD1-34
Removed Pin From Net: NetName=SCL Pin=MD1-36
Removed Pin From Net: NetName=GND Pin=MD1-38
Removed Pin From Net: NetName=GND Pin=MD1-39
Removed Pin From Net: NetName=GND Pin=MD1-39
Removed Pin From Net: NetName=GND Pin=MD1-39
Removed Pin From Net: NetName=GND Pin=MD1-39
Removed Pin From Net: NetName=GND Pin=MD1-39
Removed Pin From Net: NetName=GND Pin=MD1-39
Removed Pin From Net: NetName=GND Pin=MD1-39
Removed Pin From Net: NetName=GND Pin=MD1-39
Removed Pin From Net: NetName=GND Pin=MD1-39
Removed Pin From Net: NetName=+3V3 Pin=R1-1
Removed Pin From Net: NetName=SDA Pin=R1-2
Removed Pin From Net: NetName=+3V3 Pin=R2-1
Removed Pin From Net: NetName=SCL Pin=R2-2
Removed Pin From Net: NetName=+3V3 Pin=TP1-1
Removed Pin From Net: NetName=SDA Pin=TP2-1
Removed Pin From Net: NetName=SCL Pin=TP3-1
Removed Pin From Net: NetName=RX Pin=TP4-1
Removed Pin From Net: NetName=5V_USB Pin=TP7-1
Removed Pin From Net: NetName=RX Pin=U1-2
Removed Member From Class: ClassName=ESP32, LED and Buttoms Member=C1
Removed Member From Class: ClassName=Motor Drivers A4988 Member=C7
Removed Member From Class: ClassName=ESP32, LED and Buttoms Member=MD1
Removed Member From Class: ClassName=ESP32, LED and Buttoms Member=R1
Removed Member From Class: ClassName=ESP32, LED and Buttoms Member=R9
Removed Member From Class: ClassName=ESP32, LED and Buttoms Member=TP1
Removed Member From Class: ClassName=ESP32, LED and Buttoms Member=TP2
Removed Member From Class: ClassName=ESP32, LED and Buttoms Member=TP3
Removed Member From Class: ClassName=USBToTTL Member=TP7
Change component parameters: Designator = "J4" ("J4"); Footprint = "M20-9950245"; UniqueID = "\WRFDMLGN\JLVATZNN" ("\WRFDMLGN\JLVATZNN")
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.snapeda.com/parts/M20-9950245/Harwin/datasheet/"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "System"; Value = "Connector"; VariantName = "[No Variations]"
Added Component: Designator=C?(CAP POL 1206_3216)
Add component (AddParameter): Name = "Capacitance"; Value = "100µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://datasheets.avx.com/F93.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://digikey.com/product-detail/en/avx-corporation/F930J107KAA/478-8152-1-ND/4005870"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Package"; Value = "1206 (3216 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ESR (Equivalent Series Resistance)"; Value = "2Ohm @ 100kHz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.071" (1.80mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "09/02/2020 01:15:59"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifetime @ Temp."; Value = "2000 Hrs @ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "AVX Corporation"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Size Code"; Value = "A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "1206 (3216 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "F930J107KAA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "151"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.19"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "F93"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.126" L x 0.063" W (3.20mm x 1.60mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "478-8152-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
